time,type,oldValue,newValue,diff,diffPercent,position,id,oldColor,newColor,oldSize,newSize,oldPosition,newPosition
2025-03-04T23:12:36.514766,shape,circle,square,,,,3.0,"(52, 152, 219)","(231, 76, 60)",15.0,26.0,"x:452,y:508","x:999,y:273"
2025-03-04T23:12:38.519105,altitude,9675,9653,-22.0,-0.2,,,,,,,,
2025-03-04T23:12:42.543679,speed,450,455,5.0,1.1,,,,,,,,
2025-03-04T23:12:42.543771,symbol,◈,◉,,,bottom-left,3.0,,,,,,
2025-03-04T23:12:44.552235,symbol,◉,★,,,bottom-left,3.0,,,,,,
2025-03-04T23:12:44.552288,shape,hexagon,diamond,,,,2.0,"(155, 89, 182)","(243, 156, 18)",16.0,29.0,"x:643,y:348","x:880,y:203"
2025-03-04T23:12:48.578734,altitude,9653,9720,67.0,0.7,,,,,,,,
2025-03-04T23:12:48.578775,speed,455,453,-2.0,-0.4,,,,,,,,
2025-03-04T23:12:48.578804,symbol,★,◉,,,bottom-left,3.0,,,,,,
2025-03-04T23:12:48.578818,symbolStatus,normal,warning,,,bottom-left,3.0,,,,,,
2025-03-04T23:12:50.586920,altitude,9720,9663,-57.0,-0.6,,,,,,,,
